tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,intent,notes
2112102,209243,True,2017-10-19 05:17:07+00:00,@VerizonSupport My LTE kept turning off and I wouldn’t have service out of nowhere. It was like this the whole day,2112104,2112101.0,,
823859,316238,True,2017-10-13 02:20:38+00:00,@VerizonSupport Yes the minute I go downstairs with my phone it doesn’t work nor does the roku,823860,823858.0,,
272069,180927,True,2017-10-06 03:03:19+00:00,@VerizonSupport Why does my internet automatically slow down at 11:00 pm? I’ve checked everything so it’s kinda your problem,272068,,,
1679608,510441,True,2017-11-06 15:28:05+00:00,@510777 @115725 @115722 They invited me to chat...which is... um... how we got here in the first place.  The time I've wasted over $5 a month... lol.,1679606,1678245.0,,
1102472,311378,True,2017-10-23 23:25:36+00:00,@VerizonSupport Waiting for an hour on the phone to order Verizon Fios. Do you guys not like making money. I waited on the phone for 3 mins with @116136,1102474,1102471.0,,
546823,247170,True,2017-12-02 17:33:14+00:00,@VerizonSupport Verizon wireless mobile,546825,546822.0,,
2479416,708576,True,2017-11-15 14:46:40+00:00,@VerizonSupport my zip code is 15960 if you need it,2479415,2479417.0,,
1539732,477240,True,2017-11-04 01:53:57+00:00,"@VerizonSupport .81 mbps down, 2.35 mbps up","1540267,1540264",1539731.0,,
1889712,483172,True,2017-10-22 15:35:01+00:00,@VerizonSupport I want @117310 so I could watch @44056 @13731 please 😔,1889711,,,
1006912,358270,True,2017-10-22 19:58:39+00:00,@VerizonSupport Confirmation was received within the app. The text came after.,1006914,1006911.0,,
542696,163690,True,2017-12-02 18:53:45+00:00,"@VerizonSupport Thanks, I resolved it by calling VZ customer support.","542698,542699",542695.0,,
2966040,818290,True,2017-11-29 22:44:21+00:00,@VerizonSupport Something about there being an issue on Verizon's end and could send the signal.,2966038,2966042.0,,
1242044,411349,True,2017-10-28 00:51:59+00:00,"@VerizonSupport CMON! THE INTERNET IS DOWN AGAIN. “FAIL” light is lit on the ONT. We’re going on 4 days of degraded, or no, internet service. #Verizon #FIOS",1242045,1242042.0,,
1142339,388883,True,2017-10-15 16:32:51+00:00,@VerizonSupport Residential.,1142341,1142338.0,,
1237854,410366,True,2017-10-26 02:22:48+00:00,@VerizonSupport Tried to auto fix and got this... https://t.co/PFALyuX1fR,1237852,1237884.0,,
1768713,703686,True,2017-11-15 04:38:10+00:00,@115722 Another outag https://t.co/aaIkaI91ri,2456548,1768710.0,,
